node,x,y,demand_mean,demand_desv,supply_mean,supply_desv
177.0,-5.0,-13.0,69.0,19.0,51.0,11.0
178.0,-3.0,-13.0,69.0,15.0,55.0,11.0
179.0,-1.0,-13.0,69.0,10.0,60.0,10.0
180.0,1.0,-13.0,69.0,10.0,60.0,10.0
181.0,3.0,-13.0,69.0,15.0,55.0,11.0
182.0,5.0,-13.0,69.0,19.0,51.0,11.0
183.0,7.0,-13.0,69.0,21.0,49.0,11.0
184.0,9.0,-13.0,69.0,22.0,48.0,12.0
185.0,11.0,-13.0,69.0,22.0,48.0,12.0
186.0,13.0,-13.0,69.0,23.0,47.0,13.0
187.0,13.0,-11.0,69.0,22.0,48.0,12.0
188.0,13.0,-9.0,69.0,22.0,48.0,12.0
189.0,13.0,-7.0,69.0,21.0,49.0,11.0
190.0,13.0,-5.0,69.0,19.0,51.0,11.0
191.0,13.0,-3.0,69.0,15.0,55.0,11.0
192.0,13.0,-1.0,69.0,10.0,60.0,10.0
193.0,15.0,1.0,60.0,7.0,54.0,11.0
194.0,15.0,3.0,60.0,12.0,49.0,11.0
195.0,15.0,5.0,60.0,15.0,46.0,11.0
196.0,15.0,7.0,60.0,17.0,44.0,12.0
197.0,15.0,9.0,60.0,19.0,42.0,12.0
198.0,15.0,11.0,60.0,19.0,42.0,12.0
199.0,15.0,13.0,60.0,19.0,42.0,13.0
200.0,15.0,15.0,60.0,19.0,42.0,13.0
201.0,13.0,15.0,60.0,19.0,42.0,13.0
202.0,11.0,15.0,60.0,19.0,42.0,12.0
203.0,9.0,15.0,60.0,19.0,42.0,12.0
204.0,7.0,15.0,60.0,17.0,44.0,12.0
205.0,5.0,15.0,60.0,15.0,46.0,11.0
206.0,3.0,15.0,60.0,12.0,49.0,11.0
207.0,1.0,15.0,60.0,7.0,54.0,11.0
208.0,-1.0,15.0,60.0,7.0,54.0,11.0
209.0,-3.0,15.0,60.0,12.0,49.0,11.0
210.0,-5.0,15.0,60.0,15.0,46.0,11.0
211.0,-7.0,15.0,60.0,17.0,44.0,12.0
212.0,-9.0,15.0,60.0,19.0,42.0,12.0
213.0,-11.0,15.0,60.0,19.0,42.0,12.0
214.0,-13.0,15.0,60.0,19.0,42.0,13.0
215.0,-15.0,15.0,60.0,19.0,42.0,13.0
216.0,-15.0,13.0,60.0,19.0,42.0,13.0
217.0,-15.0,11.0,60.0,19.0,42.0,12.0
218.0,-15.0,9.0,60.0,19.0,42.0,12.0
219.0,-15.0,7.0,60.0,17.0,44.0,12.0
220.0,-15.0,5.0,60.0,15.0,46.0,11.0
221.0,-15.0,3.0,60.0,12.0,49.0,11.0
222.0,-15.0,1.0,60.0,7.0,54.0,11.0
223.0,-15.0,-1.0,60.0,7.0,54.0,11.0
224.0,-15.0,-3.0,60.0,12.0,49.0,11.0
225.0,-15.0,-5.0,60.0,15.0,46.0,11.0
226.0,-15.0,-7.0,60.0,17.0,44.0,12.0
227.0,-15.0,-9.0,60.0,19.0,42.0,12.0
228.0,-15.0,-11.0,60.0,19.0,42.0,12.0
229.0,-15.0,-13.0,60.0,19.0,42.0,13.0
230.0,-15.0,-15.0,60.0,19.0,42.0,13.0
231.0,-13.0,-15.0,60.0,19.0,42.0,13.0
232.0,-11.0,-15.0,60.0,19.0,42.0,12.0
233.0,-9.0,-15.0,60.0,19.0,42.0,12.0
234.0,-7.0,-15.0,60.0,17.0,44.0,12.0
235.0,-5.0,-15.0,60.0,15.0,46.0,11.0
236.0,-3.0,-15.0,60.0,12.0,49.0,11.0
237.0,-1.0,-15.0,60.0,7.0,54.0,11.0
238.0,1.0,-15.0,60.0,7.0,54.0,11.0
239.0,3.0,-15.0,60.0,12.0,49.0,11.0
240.0,5.0,-15.0,60.0,15.0,46.0,11.0
241.0,7.0,-15.0,60.0,17.0,44.0,12.0
242.0,9.0,-15.0,60.0,19.0,42.0,12.0
243.0,11.0,-15.0,60.0,19.0,42.0,12.0
244.0,13.0,-15.0,60.0,19.0,42.0,13.0
245.0,15.0,-15.0,60.0,19.0,42.0,13.0
246.0,15.0,-13.0,60.0,19.0,42.0,13.0
247.0,15.0,-11.0,60.0,19.0,42.0,12.0
248.0,15.0,-9.0,60.0,19.0,42.0,12.0
249.0,15.0,-7.0,60.0,17.0,44.0,12.0
250.0,15.0,-5.0,60.0,15.0,46.0,11.0
251.0,15.0,-3.0,60.0,12.0,49.0,11.0
252.0,15.0,-1.0,60.0,7.0,54.0,11.0
253.0,17.0,1.0,52.0,6.0,47.0,11.0
254.0,17.0,3.0,52.0,10.0,43.0,11.0
255.0,17.0,5.0,52.0,12.0,41.0,11.0
256.0,17.0,7.0,52.0,14.0,39.0,12.0
257.0,17.0,9.0,52.0,15.0,38.0,12.0
258.0,17.0,11.0,52.0,16.0,37.0,12.0
259.0,17.0,13.0,52.0,17.0,36.0,12.0
260.0,17.0,15.0,52.0,17.0,36.0,12.0
261.0,17.0,17.0,52.0,17.0,36.0,13.0
262.0,15.0,17.0,52.0,17.0,36.0,12.0
263.0,13.0,17.0,52.0,17.0,36.0,12.0
264.0,11.0,17.0,52.0,16.0,37.0,12.0
265.0,9.0,17.0,52.0,15.0,38.0,12.0
266.0,7.0,17.0,52.0,14.0,39.0,12.0
267.0,5.0,17.0,52.0,12.0,41.0,11.0
268.0,3.0,17.0,52.0,10.0,43.0,11.0
269.0,1.0,17.0,52.0,6.0,47.0,11.0
270.0,-1.0,17.0,52.0,6.0,47.0,11.0
271.0,-3.0,17.0,52.0,10.0,43.0,11.0
272.0,-5.0,17.0,52.0,12.0,41.0,11.0
273.0,-7.0,17.0,52.0,14.0,39.0,12.0
274.0,-9.0,17.0,52.0,15.0,38.0,12.0
275.0,-11.0,17.0,52.0,16.0,37.0,12.0
276.0,-13.0,17.0,52.0,17.0,36.0,12.0
277.0,-15.0,17.0,52.0,17.0,36.0,12.0
278.0,-17.0,17.0,52.0,17.0,36.0,13.0
279.0,-17.0,15.0,52.0,17.0,36.0,12.0
280.0,-17.0,13.0,52.0,17.0,36.0,12.0
281.0,-17.0,11.0,52.0,16.0,37.0,12.0
282.0,-17.0,9.0,52.0,15.0,38.0,12.0
283.0,-17.0,7.0,52.0,14.0,39.0,12.0
284.0,-17.0,5.0,52.0,12.0,41.0,11.0
285.0,-17.0,3.0,52.0,10.0,43.0,11.0
286.0,-17.0,1.0,52.0,6.0,47.0,11.0
287.0,-17.0,-1.0,52.0,6.0,47.0,11.0
288.0,-17.0,-3.0,52.0,10.0,43.0,11.0
289.0,-17.0,-5.0,52.0,12.0,41.0,11.0
290.0,-17.0,-7.0,52.0,14.0,39.0,12.0
291.0,-17.0,-9.0,52.0,15.0,38.0,12.0
292.0,-17.0,-11.0,52.0,16.0,37.0,12.0
293.0,-17.0,-13.0,52.0,17.0,36.0,12.0
294.0,-17.0,-15.0,52.0,17.0,36.0,12.0
295.0,-17.0,-17.0,52.0,17.0,36.0,13.0
296.0,-15.0,-17.0,52.0,17.0,36.0,12.0
297.0,-13.0,-17.0,52.0,17.0,36.0,12.0
298.0,-11.0,-17.0,52.0,16.0,37.0,12.0
299.0,-9.0,-17.0,52.0,15.0,38.0,12.0
300.0,-7.0,-17.0,52.0,14.0,39.0,12.0
301.0,-5.0,-17.0,52.0,12.0,41.0,11.0
302.0,-3.0,-17.0,52.0,10.0,43.0,11.0
303.0,-1.0,-17.0,52.0,6.0,47.0,11.0
304.0,1.0,-17.0,52.0,6.0,47.0,11.0
305.0,3.0,-17.0,52.0,10.0,43.0,11.0
306.0,5.0,-17.0,52.0,12.0,41.0,11.0
307.0,7.0,-17.0,52.0,14.0,39.0,12.0
308.0,9.0,-17.0,52.0,15.0,38.0,12.0
309.0,11.0,-17.0,52.0,16.0,37.0,12.0
310.0,13.0,-17.0,52.0,17.0,36.0,12.0
311.0,15.0,-17.0,52.0,17.0,36.0,12.0
312.0,17.0,-17.0,52.0,17.0,36.0,13.0
313.0,17.0,-15.0,52.0,17.0,36.0,12.0
314.0,17.0,-13.0,52.0,17.0,36.0,12.0
315.0,17.0,-11.0,52.0,16.0,37.0,12.0
316.0,17.0,-9.0,52.0,15.0,38.0,12.0
317.0,17.0,-7.0,52.0,14.0,39.0,12.0
318.0,17.0,-5.0,52.0,12.0,41.0,11.0
319.0,17.0,-3.0,52.0,10.0,43.0,11.0
320.0,17.0,-1.0,52.0,6.0,47.0,11.0
