node,x,y,demand_mean,demand_desv,supply_mean,supply_desv
147.0,-70.5342,-97.082,30.0,9.0,22.0,9.0
148.0,-54.4788,-106.9208,10.0,3.0,8.0,3.0
149.0,-37.082,-114.1268,10.0,3.0,8.0,3.0
150.0,-18.7721,-118.5226,30.0,4.0,27.0,8.0
151.0,0.0,-120.0,30.0,1.0,30.0,6.0
152.0,18.7722,-118.5226,10.0,2.0,9.0,2.0
153.0,37.0821,-114.1268,10.0,3.0,8.0,3.0
154.0,54.4789,-106.9208,30.0,8.0,23.0,9.0
155.0,70.5342,-97.082,30.0,9.0,22.0,9.0
156.0,84.8528,-84.8528,10.0,3.0,8.0,3.0
157.0,97.0821,-70.5342,10.0,3.0,8.0,3.0
158.0,106.9208,-54.4788,30.0,8.0,23.0,9.0
159.0,114.1268,-37.082,30.0,7.0,24.0,8.0
160.0,118.5226,-18.7721,10.0,2.0,9.0,2.0
161.0,150.0,0.0,10.0,1.0,10.0,1.0
162.0,148.1532,23.4652,30.0,4.0,27.0,7.0
163.0,142.6585,46.3526,30.0,7.0,24.0,8.0
164.0,133.651,68.0986,10.0,3.0,8.0,3.0
165.0,121.3525,88.1678,10.0,3.0,8.0,3.0
166.0,106.066,106.066,30.0,9.0,22.0,9.0
167.0,88.1678,121.3526,30.0,9.0,22.0,9.0
168.0,68.0986,133.651,10.0,3.0,8.0,3.0
169.0,46.3525,142.6585,10.0,3.0,8.0,2.0
170.0,23.4652,148.1533,30.0,4.0,27.0,7.0
171.0,0.0,150.0,30.0,1.0,30.0,5.0
172.0,-23.4652,148.1532,10.0,2.0,9.0,2.0
173.0,-46.3526,142.6585,10.0,3.0,8.0,2.0
174.0,-68.0986,133.651,30.0,8.0,23.0,8.0
175.0,-88.1678,121.3525,30.0,9.0,22.0,9.0
176.0,-106.066,106.066,10.0,3.0,8.0,3.0
177.0,-121.3526,88.1678,10.0,3.0,8.0,3.0
178.0,-133.651,68.0986,30.0,8.0,23.0,8.0
179.0,-142.6585,46.3525,30.0,7.0,24.0,8.0
180.0,-148.1533,23.4652,10.0,2.0,9.0,2.0
181.0,-150.0,0.0,10.0,1.0,10.0,1.0
182.0,-148.1532,-23.4652,30.0,4.0,27.0,7.0
183.0,-142.6585,-46.3526,30.0,7.0,24.0,8.0
184.0,-133.651,-68.0986,10.0,3.0,8.0,3.0
185.0,-121.3525,-88.1678,10.0,3.0,8.0,3.0
186.0,-106.066,-106.066,30.0,9.0,22.0,9.0
187.0,-88.1678,-121.3526,30.0,9.0,22.0,9.0
188.0,-68.0986,-133.651,10.0,3.0,8.0,3.0
189.0,-46.3525,-142.6585,10.0,3.0,8.0,2.0
190.0,-23.4652,-148.1533,30.0,4.0,27.0,7.0
191.0,0.0,-150.0,30.0,1.0,30.0,5.0
192.0,23.4652,-148.1532,10.0,2.0,9.0,2.0
193.0,46.3526,-142.6585,10.0,3.0,8.0,2.0
194.0,68.0986,-133.651,30.0,8.0,23.0,8.0
195.0,88.1678,-121.3525,30.0,9.0,22.0,9.0
196.0,106.066,-106.066,10.0,3.0,8.0,3.0
197.0,121.3526,-88.1678,10.0,3.0,8.0,3.0
198.0,133.651,-68.0986,30.0,8.0,23.0,8.0
199.0,142.6585,-46.3525,30.0,7.0,24.0,8.0
200.0,148.1533,-23.4651,10.0,2.0,9.0,2.0
201.0,180.0,0.0,10.0,1.0,10.0,1.0
202.0,177.7839,28.1582,30.0,4.0,27.0,7.0
203.0,171.1902,55.6231,30.0,7.0,24.0,8.0
204.0,160.3812,81.7183,10.0,3.0,8.0,3.0
205.0,145.6231,105.8013,10.0,3.0,8.0,3.0
206.0,127.2792,127.2792,30.0,9.0,22.0,8.0
207.0,105.8013,145.6231,30.0,9.0,22.0,8.0
208.0,81.7183,160.3812,10.0,3.0,8.0,3.0
209.0,55.6231,171.1902,10.0,3.0,8.0,2.0
210.0,28.1582,177.7839,30.0,4.0,27.0,7.0
211.0,0.0,180.0,30.0,1.0,30.0,5.0
212.0,-28.1582,177.7839,10.0,2.0,9.0,2.0
213.0,-55.6231,171.1902,10.0,3.0,8.0,2.0
214.0,-81.7183,160.3812,30.0,8.0,23.0,8.0
215.0,-105.8014,145.623,30.0,9.0,22.0,8.0
216.0,-127.2792,127.2792,10.0,3.0,8.0,3.0
217.0,-145.6231,105.8013,10.0,3.0,8.0,3.0
218.0,-160.3812,81.7183,30.0,8.0,23.0,8.0
219.0,-171.1902,55.623,30.0,7.0,24.0,8.0
220.0,-177.7839,28.1582,10.0,2.0,9.0,2.0
221.0,-180.0,0.0,10.0,1.0,10.0,1.0
222.0,-177.7839,-28.1582,30.0,4.0,27.0,7.0
223.0,-171.1902,-55.6231,30.0,7.0,24.0,8.0
224.0,-160.3812,-81.7183,10.0,3.0,8.0,3.0
225.0,-145.623,-105.8014,10.0,3.0,8.0,3.0
226.0,-127.2792,-127.2792,30.0,9.0,22.0,8.0
227.0,-105.8013,-145.6231,30.0,9.0,22.0,8.0
228.0,-81.7183,-160.3812,10.0,3.0,8.0,3.0
229.0,-55.623,-171.1902,10.0,3.0,8.0,2.0
230.0,-28.1582,-177.7839,30.0,4.0,27.0,7.0
231.0,0.0,-180.0,30.0,1.0,30.0,5.0
232.0,28.1582,-177.7839,10.0,2.0,9.0,2.0
233.0,55.6231,-171.1902,10.0,3.0,8.0,2.0
234.0,81.7183,-160.3812,30.0,8.0,23.0,8.0
235.0,105.8014,-145.623,30.0,9.0,22.0,8.0
236.0,127.2792,-127.2792,10.0,3.0,8.0,3.0
237.0,145.6231,-105.8013,10.0,3.0,8.0,3.0
238.0,160.3812,-81.7183,30.0,8.0,23.0,8.0
239.0,171.1902,-55.623,30.0,7.0,24.0,8.0
240.0,177.7839,-28.1582,10.0,2.0,9.0,2.0
241.0,210.0,0.0,10.0,1.0,10.0,1.0
242.0,207.4146,32.8512,30.0,4.0,27.0,6.0
243.0,199.7219,64.8936,30.0,7.0,24.0,7.0
244.0,187.1114,95.338,10.0,3.0,8.0,3.0
245.0,169.8936,123.4349,10.0,3.0,8.0,3.0
246.0,148.4924,148.4924,30.0,9.0,22.0,8.0
247.0,123.4349,169.8936,30.0,9.0,22.0,8.0
248.0,95.338,187.1114,10.0,3.0,8.0,3.0
249.0,64.8936,199.7219,10.0,3.0,8.0,2.0
250.0,32.8512,207.4146,30.0,4.0,27.0,6.0
251.0,0.0,210.0,30.0,1.0,30.0,4.0
252.0,-32.8512,207.4146,10.0,2.0,9.0,2.0
253.0,-64.8936,199.7219,10.0,3.0,8.0,2.0
254.0,-95.338,187.1114,30.0,8.0,23.0,8.0
255.0,-123.4349,169.8936,30.0,9.0,22.0,8.0
256.0,-148.4924,148.4924,10.0,3.0,8.0,3.0
257.0,-169.8936,123.4349,10.0,3.0,8.0,3.0
258.0,-187.1114,95.338,30.0,8.0,23.0,8.0
259.0,-199.7219,64.8936,30.0,7.0,24.0,7.0
260.0,-207.4146,32.8512,10.0,2.0,9.0,2.0
261.0,-210.0,0.0,10.0,1.0,10.0,1.0
262.0,-207.4146,-32.8513,30.0,4.0,27.0,6.0
263.0,-199.7219,-64.8936,30.0,7.0,24.0,7.0
264.0,-187.1114,-95.338,10.0,3.0,8.0,3.0
265.0,-169.8936,-123.4349,10.0,3.0,8.0,3.0
266.0,-148.4924,-148.4924,30.0,9.0,22.0,8.0
267.0,-123.4349,-169.8936,30.0,9.0,22.0,8.0
268.0,-95.338,-187.1114,10.0,3.0,8.0,3.0
269.0,-64.8935,-199.7219,10.0,3.0,8.0,2.0
270.0,-32.8512,-207.4146,30.0,4.0,27.0,6.0
271.0,0.0,-210.0,30.0,1.0,30.0,4.0
272.0,32.8513,-207.4146,10.0,2.0,9.0,2.0
273.0,64.8936,-199.7219,10.0,3.0,8.0,2.0
274.0,95.338,-187.1114,30.0,8.0,23.0,8.0
275.0,123.4349,-169.8936,30.0,9.0,22.0,8.0
276.0,148.4924,-148.4924,10.0,3.0,8.0,3.0
277.0,169.8936,-123.4349,10.0,3.0,8.0,3.0
278.0,187.1114,-95.338,30.0,8.0,23.0,8.0
279.0,199.7219,-64.8935,30.0,7.0,24.0,7.0
280.0,207.4146,-32.8512,10.0,2.0,9.0,2.0
281.0,240.0,0.0,10.0,1.0,10.0,1.0
282.0,237.0452,37.5443,30.0,4.0,27.0,6.0
283.0,228.2536,74.1641,30.0,7.0,24.0,7.0
284.0,213.8416,108.9577,10.0,3.0,8.0,3.0
285.0,194.1641,141.0685,10.0,3.0,8.0,3.0
286.0,169.7056,169.7056,30.0,9.0,22.0,8.0
287.0,141.0685,194.1641,30.0,9.0,22.0,8.0
288.0,108.9577,213.8416,10.0,3.0,8.0,3.0
289.0,74.1641,228.2536,10.0,3.0,8.0,2.0
290.0,37.5443,237.0452,30.0,4.0,27.0,6.0
291.0,0.0,240.0,30.0,1.0,30.0,4.0
292.0,-37.5443,237.0452,10.0,2.0,9.0,2.0
293.0,-74.1641,228.2536,10.0,3.0,8.0,2.0
294.0,-108.9577,213.8416,30.0,8.0,23.0,8.0
295.0,-141.0685,194.1641,30.0,9.0,22.0,8.0
296.0,-169.7056,169.7056,10.0,3.0,8.0,3.0
297.0,-194.1641,141.0685,10.0,3.0,8.0,3.0
298.0,-213.8416,108.9577,30.0,8.0,23.0,8.0
299.0,-228.2536,74.1641,30.0,7.0,24.0,7.0
300.0,-237.0452,37.5443,10.0,2.0,9.0,2.0
301.0,-240.0,0.0,10.0,1.0,10.0,1.0
302.0,-237.0452,-37.5443,30.0,4.0,27.0,6.0
303.0,-228.2536,-74.1641,30.0,7.0,24.0,7.0
304.0,-213.8416,-108.9577,10.0,3.0,8.0,3.0
305.0,-194.1641,-141.0685,10.0,3.0,8.0,3.0
306.0,-169.7056,-169.7056,30.0,9.0,22.0,8.0
307.0,-141.0684,-194.1641,30.0,9.0,22.0,8.0
308.0,-108.9577,-213.8416,10.0,3.0,8.0,3.0
309.0,-74.164,-228.2536,10.0,3.0,8.0,2.0
310.0,-37.5442,-237.0452,30.0,4.0,27.0,6.0
311.0,0.0,-240.0,30.0,1.0,30.0,4.0
312.0,37.5443,-237.0452,10.0,2.0,9.0,2.0
313.0,74.1641,-228.2536,10.0,3.0,8.0,2.0
314.0,108.9577,-213.8416,30.0,8.0,23.0,8.0
315.0,141.0685,-194.1641,30.0,9.0,22.0,8.0
316.0,169.7057,-169.7056,10.0,3.0,8.0,3.0
317.0,194.1641,-141.0684,10.0,3.0,8.0,3.0
318.0,213.8416,-108.9577,30.0,8.0,23.0,8.0
319.0,228.2536,-74.164,30.0,7.0,24.0,7.0
320.0,237.0452,-37.5442,10.0,2.0,9.0,2.0
321.0,270.0,0.0,10.0,1.0,10.0,1.0
322.0,266.6758,42.2373,30.0,4.0,27.0,6.0
323.0,256.7852,83.4346,30.0,7.0,24.0,7.0
324.0,240.5718,122.5774,10.0,3.0,8.0,3.0
325.0,218.4346,158.702,10.0,3.0,8.0,3.0
326.0,190.9188,190.9188,30.0,9.0,22.0,8.0
327.0,158.702,218.4346,30.0,9.0,22.0,8.0
328.0,122.5774,240.5718,10.0,3.0,8.0,3.0
329.0,83.4346,256.7852,10.0,3.0,8.0,2.0
330.0,42.2373,266.6758,30.0,4.0,27.0,6.0
331.0,0.0,270.0,30.0,1.0,30.0,3.0
332.0,-42.2373,266.6758,10.0,2.0,9.0,2.0
333.0,-83.4346,256.7852,10.0,3.0,8.0,2.0
334.0,-122.5774,240.5718,30.0,8.0,23.0,8.0
335.0,-158.702,218.4346,30.0,9.0,22.0,8.0
336.0,-190.9188,190.9188,10.0,3.0,8.0,3.0
337.0,-218.4346,158.702,10.0,3.0,8.0,3.0
338.0,-240.5718,122.5774,30.0,8.0,23.0,8.0
339.0,-256.7853,83.4346,30.0,7.0,24.0,7.0
340.0,-266.6758,42.2373,10.0,2.0,9.0,2.0
341.0,-270.0,0.0,10.0,1.0,10.0,1.0
342.0,-266.6758,-42.2373,30.0,4.0,27.0,6.0
343.0,-256.7852,-83.4346,30.0,7.0,24.0,7.0
344.0,-240.5717,-122.5775,10.0,3.0,8.0,3.0
345.0,-218.4346,-158.702,10.0,3.0,8.0,3.0
346.0,-190.9188,-190.9189,30.0,9.0,22.0,8.0
347.0,-158.702,-218.4346,30.0,9.0,22.0,8.0
348.0,-122.5774,-240.5718,10.0,3.0,8.0,3.0
349.0,-83.4346,-256.7853,10.0,3.0,8.0,2.0
350.0,-42.2373,-266.6758,30.0,4.0,27.0,6.0
351.0,0.0,-270.0,30.0,1.0,30.0,3.0
352.0,42.2373,-266.6758,10.0,2.0,9.0,2.0
353.0,83.4346,-256.7852,10.0,3.0,8.0,2.0
354.0,122.5775,-240.5717,30.0,8.0,23.0,8.0
355.0,158.7021,-218.4346,30.0,9.0,22.0,8.0
356.0,190.9189,-190.9188,10.0,3.0,8.0,3.0
357.0,218.4346,-158.702,10.0,3.0,8.0,3.0
358.0,240.5718,-122.5774,30.0,8.0,23.0,8.0
359.0,256.7853,-83.4345,30.0,7.0,24.0,7.0
360.0,266.6759,-42.2373,10.0,2.0,9.0,2.0
361.0,300.0,0.0,10.0,1.0,10.0,1.0
362.0,296.3065,46.9303,30.0,4.0,27.0,6.0
363.0,285.317,92.7051,30.0,7.0,24.0,7.0
364.0,267.3019,136.1972,10.0,3.0,8.0,3.0
365.0,242.7051,176.3356,10.0,3.0,8.0,3.0
366.0,212.132,212.132,30.0,9.0,22.0,8.0
367.0,176.3356,242.7051,30.0,9.0,22.0,8.0
368.0,136.1971,267.302,10.0,3.0,8.0,3.0
369.0,92.7051,285.317,10.0,3.0,8.0,2.0
370.0,46.9303,296.3065,30.0,4.0,27.0,6.0
371.0,0.0,300.0,30.0,1.0,30.0,3.0
372.0,-46.9304,296.3065,10.0,2.0,9.0,2.0
373.0,-92.7051,285.317,10.0,3.0,8.0,2.0
374.0,-136.1972,267.3019,30.0,8.0,23.0,8.0
375.0,-176.3356,242.7051,30.0,9.0,22.0,8.0
376.0,-212.132,212.132,10.0,3.0,8.0,3.0
377.0,-242.7051,176.3356,10.0,3.0,8.0,3.0
378.0,-267.302,136.1971,30.0,8.0,23.0,8.0
379.0,-285.317,92.7051,30.0,7.0,24.0,7.0
380.0,-296.3065,46.9303,10.0,2.0,9.0,2.0
381.0,-300.0,0.0,10.0,1.0,10.0,1.0
382.0,-296.3065,-46.9304,30.0,4.0,27.0,6.0
383.0,-285.317,-92.7051,30.0,7.0,24.0,7.0
384.0,-267.3019,-136.1972,10.0,3.0,8.0,3.0
385.0,-242.7051,-176.3356,10.0,3.0,8.0,3.0
386.0,-212.132,-212.1321,30.0,9.0,22.0,8.0
387.0,-176.3355,-242.7051,30.0,9.0,22.0,8.0
388.0,-136.1971,-267.302,10.0,3.0,8.0,3.0
389.0,-92.7051,-285.317,10.0,3.0,8.0,2.0
390.0,-46.9303,-296.3065,30.0,4.0,27.0,6.0
391.0,0.0,-300.0,30.0,1.0,30.0,3.0
392.0,46.9304,-296.3065,10.0,2.0,9.0,2.0
393.0,92.7051,-285.317,10.0,3.0,8.0,2.0
394.0,136.1972,-267.3019,30.0,8.0,23.0,8.0
395.0,176.3356,-242.7051,30.0,9.0,22.0,8.0
396.0,212.1321,-212.132,10.0,3.0,8.0,3.0
397.0,242.7051,-176.3355,10.0,3.0,8.0,3.0
398.0,267.302,-136.1971,30.0,8.0,23.0,8.0
399.0,285.317,-92.705,30.0,7.0,24.0,7.0
400.0,296.3065,-46.9303,10.0,2.0,9.0,2.0
